paper_title,year,authors_institution,sub_category,fingerprinting_target,trajectory_type,input_signal_features,method,dataset_environment,evaluation_metric,main_finding,limitations,replication_suitability
,,,B1/B2/B3/B4/B5,,,,,,,,,✅/⚠️/❌
Known By Their Actions: Fingerprinting LLM Browser Agents via UI Traces,2026,"William Lugoloobi, et al.",B3,LLMs are being identified by their actions alone from performing tasks on Wikipedia and Amazon,"Clicks, scrolls, keypresses, timings, and focus navigations are recorded","Events for every click, scroll, keydown, and navigation; wait time in-between events; scroll depths; click positions; events per page; search-box frequencies",XGBoost on 14 agents; behavior features only; no access to question text or page content,Wikipedia and Amazon,Macro F1,A classifier that has been trained on 14 different LLMs is able to identify an agent from few actions on a webpage with up to 96\% F1 accuracy.,"Classifier performs worse when transferring single tasks across websites, as opposed to in-domain attribution. Classifier also performs worse with randomized time delays between agent actions. Only two websites are used (amazon & wikipedia) and they are not honeypot websites.",✅: All steps and data provided in detail on GitHub.
